,word,epoch,sentiword_set,value,normalized_by_freq
232,Integration,2,religion,2.231800923036644,0.06169605450172184
233,Integration,3,religion,2.730986314563779,0.08708275365142361
234,Integration,4,religion,6.523340105223724,0.1715460784355766
235,Integration,5,religion,6.781181842584374,0.0894367997662567
236,Integration,6,religion,9.103717420115572,0.08363532723412292
237,Integration,7,religion,4.224071659264155,0.04243578354446656
238,Integration,8,religion,0.8308727262856337,0.015194842075763423
239,Einwanderungsland,2,religion,0.2479657605167631,0.5836357352758227
240,Einwanderungsland,3,religion,0.0748272020648528,0.28966153164791514
241,Einwanderungsland,4,religion,1.5983771152396002,0.4957148583428705
242,Einwanderungsland,5,religion,3.19298773824994,0.5909207962644653
243,Einwanderungsland,6,religion,4.885526770600336,1.1917566410771212
244,Einwanderungsland,7,religion,1.713094287446438,0.3577232506096621
245,Einwanderungsland,8,religion,0.4674801082701378,0.026405084302098352
246,Migrationshintergrund,6,religion,5.8500289891671855,0.6393393148331924
247,Migrationshintergrund,7,religion,4.223177975327417,0.34942076551588375
248,Migrationshintergrund,8,religion,0.7348889880244087,0.06558480764063422
249,Geflüchtete,1,religion,0.2501429038675269,0.5892947325469149
250,Geflüchtete,2,religion,0.0381674764108197,0.6288421505678743
251,Geflüchtete,3,religion,0.0419731399351803,0.2031013399238028
252,Geflüchtete,4,religion,0.1479825070750848,1.0555793855831688
253,Geflüchtete,5,religion,0.1153286483217357,1.1098711673281714
254,Geflüchtete,6,religion,0.0300080759886895,1.324929924646435
255,Geflüchtete,7,religion,4.826625378635072,0.18512110039777194
256,Geflüchtete,8,religion,1.6895283219964767,0.021417773753934347
257,Flüchtende,1,religion,0.113480124252419,0.891133807072874
258,Flüchtende,2,religion,0.0413452720928972,0.3405995400227849
259,Flüchtende,3,religion,0.0103018022775813,0.19939512263681283
260,Flüchtende,4,religion,0.0965545201246698,2.7549461904105463
261,Flüchtende,5,religion,0.168750097506745,1.2179814193958747
262,Flüchtende,7,religion,1.0288183143866263,0.7961524142593892
263,Flüchtende,8,religion,0.3459485081702951,0.09959356482867414
264,Flüchtling,1,political,-2.5662356014945544,-0.025327275741142855
265,Flüchtling,2,political,7.972897856554482,0.15436002440714822
266,Flüchtling,3,political,-1.6608767331636043,-0.05127092833913189
267,Flüchtling,4,political,-4.186056600185111,-0.08574217395357409
268,Flüchtling,5,political,1.9591468787184567,0.02561678064794408
269,Flüchtling,6,political,1.99929006358434,0.04327134537816377
270,Flüchtling,7,political,-5.649910629494116,-0.01793611098305201
271,Flüchtling,8,political,-3.749030274331744,-0.05890499468448979
272,Vertriebene,1,political,1.6843297270497717,0.014263114215794523
273,Vertriebene,2,political,4.383293073246023,0.11426984263756881
274,Vertriebene,3,political,2.239022404930438,0.16668112081754466
275,Vertriebene,4,political,1.3543134616338648,0.12113482692217561
276,Vertriebene,5,political,3.627271846304211,0.26180427609647516
277,Vertriebene,6,political,1.499977585615852,0.15051744965940153
278,Vertriebene,7,political,-4.454558354736946,-0.8196058732221977
279,Vertriebene,8,political,-0.9699605131409044,-0.3091558954093163
280,Heimatvertriebener,1,political,-1.7752867468170734,-0.733732957879576
281,Heimatvertriebener,2,political,-0.0803254511993145,-0.4411437365661809
282,Heimatvertriebener,3,political,-0.2128057379632082,-1.3729774355869253
283,Heimatvertriebener,4,political,-0.1578147285031264,-2.251427921339118
284,Heimatvertriebener,5,political,-0.3418205258039961,-2.4671455326463114
285,Heimatvertriebener,6,political,-0.2485397741547785,-3.6578795695604294
286,Heimatvertrieben,1,political,4.02452639042167,0.06278880306462106
287,Heimatvertrieben,2,political,3.0209468243992887,0.26616421941194957
288,Heimatvertrieben,3,political,0.171402149968344,0.12287225302287913
289,Heimatvertrieben,4,political,0.5393905398123024,0.21082444999683303
290,Heimatvertrieben,5,political,2.1806285912389285,0.47694070878914047
291,Heimatvertrieben,6,political,-0.0056089625286404,-0.003589121877577626
292,Heimatvertrieben,7,political,-0.893538775115303,-0.5002095652643852
293,Heimatvertrieben,8,political,-0.0075181507763772,-0.06709536821439031
294,Fremdarbeiter,1,political,-0.2353407586706453,-0.5544233607828114
295,Fremdarbeiter,2,political,-0.1046985312732431,-0.8624993811288505
296,Fremdarbeiter,4,political,-0.0435777148559282,-0.4144610367079803
297,Fremdarbeiter,6,political,-0.3831925009171755,-5.6396286070526855
298,Gastarbeiter,1,political,-0.0668190319547648,-0.31482886746753425
299,Gastarbeiter,2,political,-4.438423528041312,-0.2759504242355051
300,Gastarbeiter,3,political,-2.657701676565921,-0.3987657418266821
301,Gastarbeiter,4,political,-3.3898886662500445,-1.9739214472401916
302,Gastarbeiter,5,political,-0.59699410727535,-0.4419387259278336
303,Gastarbeiter,6,political,-1.6280935990798753,-1.7971078272056564
304,Gastarbeiter,7,political,-4.060971178799264,-1.874526128631098
305,Gastarbeiter,8,political,-0.7280708375765244,-0.20960104885421454
306,Ausländer,1,political,0.2564444057643413,0.015982540059628077
307,Ausländer,2,political,-5.250982885838312,-0.24031799970388765
308,Ausländer,3,political,-6.038762927222706,-0.32832148462735405
309,Ausländer,4,political,0.4465386611991562,0.005847124573154969
310,Ausländer,5,political,-0.8018302777927602,-0.009007534831470296
311,Ausländer,6,political,-5.7261514736455865,-0.16406462556898485
312,Ausländer,7,political,-6.20981983555248,-0.2691700628552394
313,Ausländer,8,political,-1.563871421476506,-0.11630578226056186
314,Migrant,5,political,0.3150171615416184,0.11368439343662715
315,Migrant,6,political,11.143089898687322,0.6235673813458144
316,Migrant,7,political,-5.267241412191652,-0.16656983064651068
317,Migrant,8,political,-3.273684131887421,-0.12122752541289139
318,Asylant,3,political,-0.4911510599340545,-0.5941504408036489
319,Asylant,4,political,-5.821276799280895,-1.258301835098016
320,Asylant,5,political,-3.5249442402928253,-1.3216551367634677
321,Asylant,6,political,-0.066527545601275,-0.5874707596290573
322,Asylant,7,political,-0.0763003650918108,-0.20075347094105545
323,Asylant,8,political,-0.4466888572447942,-0.3624048017024692
324,Scheinasylant,4,political,-2.008561765145714,-1.469471255110244
325,Scheinasylant,5,political,-1.3225137033932697,-2.121213085606984
326,Scheinasylant,6,political,-0.2245670246229565,-9.915183203478742
327,Scheinasylant,7,political,0.0374672062414447,0.9857976027223103
328,Wirtschaftsasylant,4,political,-1.789624247867323,-2.127605599390231
329,Wirtschaftsasylant,5,political,-0.1735563790175547,-2.5053430840543434
330,Wirtschaftsflüchtling,2,political,-0.1620449089732574,-0.24271180746688806
331,Wirtschaftsflüchtling,3,political,-0.1215802724636887,-0.5883075767933998
332,Wirtschaftsflüchtling,4,political,-0.8541331107002179,-0.518523221639233
333,Wirtschaftsflüchtling,5,political,-1.6113451505079863,-0.9691789232269583
334,Wirtschaftsflüchtling,6,political,-1.6885076188664243,-5.7347492133908275
335,Wirtschaftsflüchtling,7,political,-1.2843650279537542,-1.2997252927082572
336,Wirtschaftsflüchtling,8,political,-0.0063761999107327,-0.018968027889846122
337,Asylmissbrauch,6,political,-1.1072420483724272,-3.2591629094967294
338,Asylmissbrauch,7,political,-0.2924245712565607,-0.3077586724391979
339,Asylmissbrauch,8,political,-0.0349838063639253,-0.15610563284416976
340,Asylmißbrauch,3,political,-0.0802246769758312,-1.5527777444249553
341,Asylmißbrauch,4,political,-0.1054156861500814,-0.4296825441118679
342,Asylmißbrauch,5,political,-2.814007147786469,-1.3540371119545003
343,Asylmißbrauch,6,political,-0.2248119293763011,-3.308665449043676
344,Asylbewerber,2,political,-0.43863645795318,-1.0324163752397588
345,Asylbewerber,3,political,-2.623185642500175,-0.6426925357845458
346,Asylbewerber,4,political,-10.84844702645205,-0.46130223988429114
347,Asylbewerber,5,political,-10.921320796827786,-0.239230405120045
348,Asylbewerber,6,political,-5.181605409045005,-0.6052395445358786
349,Asylbewerber,7,political,-3.5619845636974787,-0.08985539783920746
350,Asylbewerber,8,political,-1.3091814512554265,-0.08719198292416375
351,Asylsuchende,1,political,-0.0631300455424934,-0.743619001947385
352,Asylsuchende,3,political,-0.5620498923917694,-1.3598349614192045
353,Asylsuchende,4,political,-2.127886898982979,-1.597737597372166
354,Asylsuchende,5,political,-1.8860431498251276,-0.756268044550992
355,Asylsuchende,6,political,-1.929167848301404,-1.521026380676716
356,Asylsuchende,7,political,-0.2947296710990486,-0.042607781132720644
357,Asylsuchende,8,political,-0.1466046185127254,-0.04845799015890782
358,multikulturell,4,political,1.5228687988856109,0.9445939681152097
359,multikulturell,5,political,3.9919602951122215,1.536673392825638
360,multikulturell,6,political,1.491929769377748,1.0798745423985852
361,multikulturell,7,political,0.7991662499043741,0.9557645112313747
362,multikulturell,8,political,0.5076002506757504,0.5033392849714946
363,Integration,1,political,13.90636167449702,0.5487614071735706
364,Integration,2,political,13.687013002767344,0.3783647060399772
365,Integration,3,political,16.915883827480684,0.5393955056782833
366,Integration,4,political,24.088694749050774,0.6334670662843823
367,Integration,5,political,26.02889391854478,0.34329428521014643
368,Integration,6,political,30.81596553060808,0.28310449921183295
369,Integration,7,political,22.697558967745863,0.22802375931065985
370,Integration,8,political,12.42551200077287,0.22723539549346197
371,Einwanderungsland,2,political,-0.3679847970197443,-0.8661239242521304
372,Einwanderungsland,3,political,0.0392888528658659,0.15209000181448498
373,Einwanderungsland,4,political,2.0412369982896053,0.6330618098843814
374,Einwanderungsland,5,political,3.1341820044617634,0.5800377193836027
375,Einwanderungsland,6,political,3.270886974671157,0.7978876091181472
376,Einwanderungsland,7,political,2.262460326608561,0.4724402318895229
377,Einwanderungsland,8,political,6.351357673738676,0.35874924267566327
378,Migrationshintergrund,6,political,0.2790566603798652,0.03049760853788534
379,Migrationshintergrund,7,political,-3.960675031077699,-0.32770158146402084
380,Migrationshintergrund,8,political,-1.2859826855710708,-0.11476689464227427
381,Geflüchtete,1,political,-0.5309709472821851,-1.250878507968969
382,Geflüchtete,2,political,-0.0884961342733277,-1.4580502728130877
383,Geflüchtete,3,political,-0.3993060272007369,-1.932178276139534
384,Geflüchtete,4,political,-0.1593191081992699,-1.1364449060138841
385,Geflüchtete,5,political,-0.2022273394163676,-1.9461451818768383
386,Geflüchtete,6,political,-0.062188714135118,-2.745783780471523
387,Geflüchtete,7,political,-1.1539194212527946,-0.044257595374656136
388,Geflüchtete,8,political,0.9861129249911756,0.012500733635725033
389,Flüchtende,1,political,-0.2119637071737088,-1.664503159291884
390,Flüchtende,2,political,-0.1295477533547426,-1.067205582889142
391,Flüchtende,3,political,-0.0568451037725026,-1.1002576182894572
392,Flüchtende,4,political,0.0294358231251727,0.8398789479310306
393,Flüchtende,5,political,-0.3020397065538418,-2.1800209655443754
394,Flüchtende,7,political,-0.869224372865574,-0.6726504313860473
395,Flüchtende,8,political,-0.7155800556720351,-0.20600513365878548
396,Flüchtling,1,race,2.636798587936937,0.02602369200693853
397,Flüchtling,2,race,3.014572403684724,0.05836390709901599
398,Flüchtling,3,race,2.070890268594667,0.06392796312889516
399,Flüchtling,4,race,4.753821798658464,0.09737159683575274
400,Flüchtling,5,race,-6.859967526223045,-0.08969735004566189
401,Flüchtling,6,race,-2.0373560097650625,-0.044095220179691856
402,Flüchtling,7,race,-11.766810387507576,-0.0373547177764407
403,Flüchtling,8,race,-1.3723314933413349,-0.021562156986059098
404,Vertriebene,1,race,4.51999793050345,0.03827590625669729
405,Vertriebene,2,race,3.0017003542161547,0.07825254241268541
406,Vertriebene,3,race,1.0106522801797837,0.07523669903714392
407,Vertriebene,4,race,1.5088734938690322,0.13495925035462503
408,Vertriebene,5,race,-0.9321692487428664,-0.06728083962473808
409,Vertriebene,6,race,2.554395597078837,0.2563245707006034
410,Vertriebene,7,race,-3.4697877088328823,-0.6384153396418041
411,Vertriebene,8,race,-0.3955900886248855,-0.1260865843578017
412,Heimatvertriebener,1,race,-0.4099930956144817,-0.16945175042554111
413,Heimatvertriebener,2,race,0.0959772466444519,0.5271026876028153
414,Heimatvertriebener,3,race,-0.1195524262402614,-0.771326869136995
415,Heimatvertriebener,4,race,-0.0628877121780533,-0.8971732388336768
416,Heimatvertriebener,5,race,-0.2658596574551666,-1.9188855457366594
417,Heimatvertriebener,6,race,-0.0746466218161003,-1.0986102880570572
418,Heimatvertrieben,1,race,5.623501652851701,0.08773527703901605
419,Heimatvertrieben,2,race,1.852349237749877,0.16320349797684836
420,Heimatvertrieben,3,race,0.7591657382290578,0.54421957187357
